Domingo;;;;
Segunda-feira;;;;
Terça-feira;;;;
Quarta-feira;INF2;Suporte TI;7:30;9:30 
Quarta-feira;INF2;Suporte TI;10:00;12:00 
Quinta-feira;INF2;Atendimento;13:00;14:00
Quinta-feira;TADS4/TADS6;Sistemas Distribuídos;19:00;20:40
Quinta-feira;TADS4/TADS6;Sistemas Distribuídos;21:00;22:40
Quinta-feira;TADS4/TADS6;Atendimento;18:00;19:00
Sexta-feira;INF1;Atendimento;10:00;12:00 
Sexta-feira;INF1;Tec. Web;13:30;15:30 
Sexta-feira;INF1;Tec. Web;16:00;18:00 
Sábado;;;;
